,Actor Name,Profit,Movies
11405,Gleison Tibau,$34,"128,148,168"
11406,Anderson Silva,$34,"148,168,183"
11407,Alex Garcia,$34,"171,189"
11408,Chad Mendes,$33,"148,179,189"
11409,Rashad Evans,$32,"114,167"
11410,Pyotr Korshunkov,$31,"002,004"
11411,Stanislav Duzhnikov,$31,"002,004"
11412,Vladislav Kopp,$31,"002,004"
11413,Aleksey Panin,$31,"002,004"
11414,Roman Radov,$31,"002,004"
11415,Viktor Pavlov,$31,"002,004"
11416,Sergei Artsybashev,$31,"002,004"
11417,Mikhail Politseymako,$31,"002,004"
11418,Pavel Sirotin,$31,"002,004"
11419,Henry Corrales,$29,"138,192"
11420,Chris Weidman,$29,"168,194"
11421,Raffy Hdz,$28,"056,056,056,056"
11422,Dan Miller,$28,"114,128"
11423,Luiz Cane,$28,"114,128"
11424,Brandon Thatch,$28,"189,196"
11425,Nordine Taleb,$28,"190,196"
11426,Travis Browne,$26,"135,168"
11427,Junior dos Santos,$26,"146,166"
11428,C.B. Dollaway,$26,"146,166"
11429,Dan Henderson,$26,"157,199"
11430,Sara McMann,$26,"159,183"
11431,Myles Jury,$25,"165,171"
11432,Renée Forte,$25,"165,171"
11433,Ricardo Lamas,$25,"169,199"
11434,Josh Koscheck,$24,"135,157,167"
11435,Stipe Miocic,$24,"146,195"
11436,Demian Maia,$24,"148,190,194"
11437,Fabricio Camoes,$24,"148,168"
11438,Aaron Riley,$23,"114,135"
11439,Maurício Rua,$23,"128,190"
11440,Aleksandr Zbruev,$22,042
11441,Anatoli Salimonenko,$22,042
11442,Bolot Beyshenaliev,$22,042
11443,Yakov Kozlov,$22,042
11444,Vladimir Alekseyenko,$22,042
11445,Audris Chadaravicius,$22,042
11446,Aleksandr Kovalenko,$22,042
11447,Oksana Melyoshkina,$22,042
11448,Lino Ventura,$22,125
11449,Andréa Parisy,$22,125
11450,Robert Hirsch,$22,125
11451,Jean Desailly,$22,125
11452,Dora Doll,$22,125
11453,Lucien Raimbourg,$22,125
11454,Pierre Mirat,$22,125
11455,Alfred Adam,$22,125
11456,Jean Juillard,$22,125
11457,Pierre Collet,$22,125
11458,Patricio Freire,$22,"138,178"
11459,Jennifer Salt,$21,Hi
11460,Lara Parker,$21,Hi
11461,Abraham Goren,$21,Hi
11462,Bruce Price,$21,Hi
11463,Ricky Parker,$21,Hi
11464,Andy Parker,$21,Hi
11465,Paul Bartel,$21,Hi
11466,Gerrit Graham,$21,Hi
11467,Nelson Peltz,$21,Hi
11468,Robbie Heywood,$21,Hi
11469,Leslie Bornstein,$21,Hi
11470,Peter Maloney,$21,Hi
11471,Rutanya Alda,$21,Hi
11472,Peter Towndrow,$21,My Country
11473,Scott Farren-Price,$21,My Country
11474,Riyadh al-Adhadh,$21,My Country
11475,Aria Song,$21,058
11476,Kim Dong-hyun,$21,"114,148"
11477,Melvin Guillard,$21,"114,148"
11478,Jacqueline Amorim,$21,142
11479,Ashley Nichols,$21,142
11480,Wilson Reis,$21,"165,179"
11481,Josh Barnett,$21,168
11482,Chris Leben,$21,168
11483,Michael Johnson,$21,168
11484,Dennis Siver,$21,168
11485,Manvel Gamburyan,$21,168
11486,Bobby Voelker,$21,168
11487,Abel Trujillo,$21,"169,195"
11488,Nikita Krylov,$21,171
11489,Raquel Pennington,$21,171
11490,Jimy Hettes,$21,171
11491,Sean Spencer,$21,171
11492,Jeremy Stephens,$21,"189,194"
11493,Gunnar Nelson,$21,"189,194"
11494,Warlley Alves,$21,"190,194"
11495,Dominick Cruz,$21,199
11496,Clay Guida,$21,199
11497,Jessica Penne,$21,199
11498,Alex Caceres,$21,199
11499,Cole Miller,$21,199
11500,Sean Strickland,$21,199
11501,Tom Breese,$21,199
11502,Geoffrey Couët,$20,055
11503,François Nambot,$20,055
11504,Georges Daaboul,$20,055
11505,Elodie Adler,$20,055
11506,Claire Deschamps,$20,055
11507,Jeffry Kaplow,$20,055
11508,Marieff Ditier,$20,055
11509,Mario Fanfani,$20,055
11510,Bastien Gabriel,$20,055
11511,Miguel Ferreira,$20,055
11512,Arthur Dumas,$20,055
11513,Emmanuel Vigier,$20,055
11514,Éric Dehak,$20,055
11515,Patrick Joseph,$20,055
11516,Rosemine Safy-Borget,$20,055
11517,Marief Guittier,$20,055
11518,Nate Diaz,$20,"135,196"
11519,Aleksandr Pashkovskiy,$19,004
11520,Dmitriy Nezhivoy,$19,004
11521,Sergey Gabrielyan,$19,004
11522,Tatyana Monakhova,$19,004
11523,Egor Barinov,$19,004
11524,Maribel Verdú,$19,140
11525,Antonio de la Torre,$19,140
11526,Nora Navas,$19,140
11527,Eduard Fernández,$19,140
11528,Marian Álvarez,$19,140
11529,Paula Cancio,$19,140
11530,Ginés García Millán,$19,140
11531,Álex O'Dogherty,$19,140
11532,Marcos Ruiz,$19,140
11533,Paul Bowles,$19,145
11534,Aaron Copland,$19,145
11535,Edwin Denby,$19,145
11536,John Latouche,$19,145
11537,Virgil Thomson,$19,145
11538,Cody McKenzie,$19,"148,159"
11539,Daniel Cormier,$19,166
11540,Shawn Jordan,$19,166
11541,John Dodson,$19,166
11542,Darrell Montague,$19,166
11543,Jessica Eye,$19,166
11544,Sarah Kaufman,$19,166
11545,K.J. Noons,$19,166
11546,George Sotiropoulos,$19,166
11547,Adlan Amagov,$19,166
11548,TJ Waldburger,$19,166
11549,Montse Hernandez,$18,010
11550,Dwight Schultz,$18,010
11551,Debra Wilson,$18,010
11552,David Mudd,$18,010
11553,Hawkar Omer,$18,061
11554,Khalil Abdola,$18,061
11555,Mike Russow,$18,114
11556,Todd Duffee,$18,114
11557,Jason Brilz,$18,114
11558,John Hathaway,$18,114
11559,Amir Sadollah,$18,114
11560,Dan Lauzon,$18,114
11561,Waylon Lowe,$18,114
11562,Cyrille Diabate,$18,114
11563,Joe Brammer,$18,114
11564,François Papineau,$18,132
11565,Alexis Martin,$18,132
11566,Sophie Bourgeois,$18,132
11567,Andrée Lachapelle,$18,132
11568,Gilles Renaud,$18,132
11569,Janine Sutto,$18,132
11570,Gary Boudreault,$18,132
11571,Clémence DesRochers,$18,132
11572,Benoît McGinnis,$18,132
11573,Alice Morel-Michaud,$18,132
11574,Bobby Beshro,$18,132
11575,Roger La Rue,$18,132
11576,Francesca Barcenas,$18,132
11577,Roger Léger,$18,132
11578,Ali Bagautinov,$18,"167,169"
11579,Duglas Lima,$18,192
11580,Goiti Yamauchi,$18,192
11581,Aaron Pico,$18,192
11582,Shane Kruchten,$18,192
11583,Georgi Karakhanyan,$18,192
11584,Prasanna,$17,001
11585,Vadivelu,$17,001
11586,Sheela Kaur,$17,001
11587,Manivannan,$17,001
11588,Delhi Ganesh,$17,001
11589,Ilavarasu,$17,001
11590,Riyaz Khan,$17,001
11591,Visu,$17,001
11592,Nizhalgal Ravi,$17,001
11593,Shanthi Williams,$17,001
11594,T. P. Gajendran,$17,001
11595,Muthukalai,$17,001
11596,Kazan Khan,$17,001
11597,Livingston,$17,001
11598,Carolina Bang,$17,036
11599,Tomás del Estal,$17,036
11600,Ayane Sezaki,$17,051
11601,Fabio Maldonado,$17,179
11602,Hans Stringer,$17,179
11603,Lucas Martins,$17,179
11604,Carlos Diego Ferreira,$17,179
11605,Yan Cabral,$17,179
11606,Naoyuki Kotani,$17,179
11607,Scott Jorgensen,$17,179
11608,Felipe Arantes,$17,179
11609,Gilbert Burns,$17,179
11610,Christos Giagos,$17,179
11611,Andrei Arlovski,$17,195
11612,Albert Tumenov,$17,195
11613,Lorenz Larkin,$17,195
11614,Tony Sims,$17,195
11615,Masanori Kanehara,$17,195
11616,Alex Morono,$17,195
11617,Justine Kish,$17,195
11618,Nina Nunes,$17,195
11619,Scott Holtzman,$17,195
11620,Joseph Duffy,$17,195
11621,Dolores Heredia,$16,098
11622,Silverio Palacios,$16,098
11623,Kristyan Ferrer,$16,098
11624,Juan Pablo de Santiago,$16,098
11625,Ignacio Guadalupe,$16,098
11626,Kevin Bertram,$16,098
11627,Emilia García Elizondo,$16,098
11628,Rodrigo Santacruz,$16,098
11629,Alan Belcher,$16,159
11630,Cheick Kongo,$16,159
11631,Rustam Khabilov,$16,159
11632,Bryan Caraway,$16,159
11633,Johnny Bedford,$16,159
11634,Leonard Garcia,$16,159
11635,Rimu Endo,$15,062
11636,Ueno Misaki,$15,062
11637,Marina Foïs,$15,071
11638,Guillaume Canet,$15,071
11639,Océane Decaudain,$15,071
11640,Anne Benoît,$15,071
11641,Marc Brunet,$15,071
11642,Sissi Duparc,$15,071
11643,Hervé Lassïnce,$15,071
11644,Eloïse Charretier,$15,071
11645,Daniel Milgram,$15,071
11646,Etienne Allemand,$15,071
11647,Samuel Allemand,$15,071
11648,Christel Baras,$15,071
11649,Kate Blanchard,$15,071
11650,Olivier Blin,$15,071
11651,Raphaël Bouvet,$15,071
11652,Sandie Cabrol,$15,071
11653,Alexandre Callec,$15,071
11654,Rémy Carpentier,$15,071
11655,Clément Champion,$15,071
11656,Rica Matsumoto,$15,085
11657,Ikue Otani,$15,085
11658,Yuji Ueda,$15,085
11659,KAORI,$15,085
11660,Fushigi Yamada,$15,085
11661,Unsho Ishizuka,$15,085
11662,Mayumi Iizuka,$15,085
11663,Megumi Hayashibara,$15,085
11664,Inuko Inuyama,$15,085
11665,Hidenobu Kiuchi,$15,085
11666,Yuriko Yamaguchi,$15,085
11667,Chinami Nishimura,$15,085
11668,Tomoe Hanba,$15,085
11669,Satomi Korogi,$15,085
11670,Jonas Karlsson,$15,136
11671,Henrik Dorsin,$15,136
11672,Ingmar Bergman,$15,136
11673,Vilgot Sjöman,$15,136
11674,Chiney Ogwumike,$15,144
11675,Breanna Stewart,$15,144
11676,Tianna Hawkins,$15,144
11677,Ariel Atkins,$15,144
11678,Sue Bird,$15,144
11679,Nneka Ogwumike,$15,144
11680,Dearica Hamby,$15,144
11681,Diana Taurasi,$15,144
11682,Roland Trebicka,$15,176
11683,Elida Janushi,$15,176
11684,Pavlina Mani,$15,176
11685,Violeta Manushi,$15,176
11686,Eva Alikaj,$15,176
11687,Ilir Bezhani,$15,176
11688,Anastas Kristofori,$15,176
11689,Gëzim Rudi,$15,176
11690,Merita Zoto,$15,176
11691,Ilir Latifi,$15,196
11692,Corey Anderson,$15,196
11693,Valentina Shevchenko,$15,196
11694,Erick Silva,$15,196
11695,Vitor Miranda,$15,196
11696,Marcelo Guimarães,$15,196
11697,Chas Skelly,$15,196
11698,Miguel Céspedes,$14,003
11699,Raymond Pozo,$14,003
11700,Fausto Mata,$14,003
11701,Fernando Carrillo,$14,003
11702,Julián Gil,$14,003
11703,Elizabeth Ruíz,$14,003
11704,Dalisa Alegría,$14,003
11705,Sergio Carlo,$14,003
11706,Elder Fraga,$14,052
11707,Ricardo Puccetti,$14,052
11708,Jakob Eklund,$14,107
11709,Anastasios Soulis,$14,107
11710,Mikael Tornving,$14,107
11711,Meliz Karlge,$14,107
11712,Lucien Jean-Baptiste,$14,108
11713,Bertrand Nadler,$14,108
11714,Jean-Yves Chatelais,$14,108
11715,Franck Capillery,$14,108
11716,Daniela Labbé,$14,108
11717,Hélène Bizot,$14,108
11718,Xavier Aubert,$14,108
11719,Jean-Loup Horwitz,$14,108
11720,Eddie Wineland,$14,"128,165"
11721,Menashe Noy,$14,147
11722,Sasi Mato,$14,147
11723,Rotem Keinan,$14,147
11724,Donald Cerrone,$14,167
11725,Evan Dunham,$14,167
11726,Brian Ebersole,$14,167
11727,Erik Perez,$14,167
11728,Edwin Figueroa,$14,167
11729,Jason High,$14,167
11730,Anthony Lapsley,$14,167
11731,Al Iaquinta,$14,"169,183"
11732,Yoko Shimada,$13,"032,034"
11733,Thomas Almeida,$13,189
11734,Brad Pickett,$13,189
11735,Tim Means,$13,189
11736,Mike Swick,$13,189
11737,Cody Garbrandt,$13,189
11738,Henry Briones,$13,189
11739,Louis Smolka,$13,189
11740,Neil Seery,$13,189
11741,Fernando Bruno,$13,190
11742,Reginaldo Vieira,$13,190
11743,Dileno Lopes,$13,190
11744,Soa Palelei,$13,190
11745,Claudia Gadelha,$13,190
11746,Jessica Aguilar,$13,190
11747,Patrick Cummins,$13,190
11748,Rafael Cavalcante,$13,190
11749,Alisa Grebenshchikova,$12,002
11750,Sergey Petrov,$12,002
11751,Igor Pismennyy,$12,002
11752,Aleksey Oshurkov,$12,002
11753,Aleksandr Robak,$12,002
11754,Olga Filippova,$12,002
11755,Galina Stakhanova,$12,002
11756,Vladimir Pavlov,$12,002
11757,Ekaterina Lapina,$12,002
11758,Addy Sung Gam-Loi,$12,038
11759,Maybo Chiu,$12,038
11760,Wong San,$12,038
11761,Chung Kwok-yan,$12,038
11762,Kam Hing-Yin,$12,038
11763,Mang Ding-Goh,$12,038
11764,Misuzu Natsukawa,$12,064
11765,Ryo Kurihara,$12,064
11766,Coralie Gerald,$12,105
11767,Ricky Harun,$12,105
11768,Aming Sugandhi,$12,105
11769,Indra Birowo,$12,105
11770,Suti Karno,$12,105
11771,Lionil Hendrik Tikoalu,$12,105
11772,Rizky Putra,$12,105
11773,Georgina Andrea,$12,105
11774,Kalyan Ram,$12,118
11775,Nivetha Thomas,$12,118
11776,Shalini Pandey,$12,118
11777,Hari Teja,$12,118
11778,Rajiv Kanakala,$12,118
11779,Mahesh Achanta,$12,118
11780,Rajsekhar Aningi,$12,118
11781,Harshavardhan,$12,118
11782,Prabhas Sreenu,$12,118
11783,C. V. L. Narasimha Rao,$12,118
11784,Mukhtar Khan,$12,118
11785,Aadarsh Balakrishna,$12,118
11786,Bharath Reddy,$12,118
11787,Chammak Chandra,$12,118
11788,Sivannarayana Naripeddi,$12,118
11789,Geeta Bhaskar,$12,118
11790,Kedar Shankara,$12,118
11791,Meena Vasu,$12,118
11792,Vajja Venkata Giridhar,$12,118
11793,Lavar Johnson,$12,"146,157"
11794,Ivan Menjivar,$12,"148,157,165"
11795,Chiranjeevi,$12,150
11796,Kajal Agarwal,$12,150
11797,Tarun Arora,$12,150
11798,Ali Basha,$12,150
11799,Ram Charan,$12,150
11800,Raai Laxmi,$12,150
11801,Brahmanandam,$12,150
11802,Raghu Babu,$12,150
11803,Raghu Karumanchi,$12,150
11804,Posani Krishna Murali,$12,150
11805,Devi Sri Prasad,$12,150
11806,Getup Srinu,$12,150
11807,Nagendra Babu,$12,150
11808,V. V. Vinayak,$12,150
11809,Fish Venkat,$12,150
11810,Narsing Yadav,$12,150
11811,Jayaprakash Reddy,$12,150
11812,Mamoru Miyano,$11,009
11813,Sakiko Tamagawa,$11,009
11814,Daisuke Ono,$11,009
11815,Chiwa Saito,$11,009
11816,Toru Okawa,$11,009
11817,Teruyuki Tanzawa,$11,009
11818,Taro Masuoka,$11,009
11819,Hiroyuki Yoshino,$11,009
11820,Noriaki Sugiyama,$11,009
11821,Nobuyuki Katsube,$11,009
11822,Shinnosuke Tachibana,$11,009
11823,Jan Slovák,$11,073
11824,Paolo Bonacelli,$11,120
11825,Giorgio Cataldi,$11,120
11826,Umberto P. Quintavalle,$11,120
11827,Aldo Valletti,$11,120
11828,Caterina Boratto,$11,120
11829,Elsa De Giorgi,$11,120
11830,Hélène Surgère,$11,120
11831,Sonia Saviange,$11,120
11832,Sergio Fascetti,$11,120
11833,Bruno Musso,$11,120
11834,Antonio Orlando,$11,120
11835,Claudio Cicchetti,$11,120
11836,Franco Merli,$11,120
11837,Umberto Chessari,$11,120
11838,Lamberto Book,$11,120
11839,Gaspare Di Jenno,$11,120
11840,Giuliana Melis,$11,120
11841,Faridah Malik,$11,120
11842,Graziella Aniceto,$11,120
11843,Renata Moar,$11,120
11844,Franklin Lashley,$11,138
11845,Dan Charles,$11,138
11846,Daniel Weichel,$11,138
11847,Derek Campos,$11,138
11848,Frank Mir,$11,"146,169"
11849,Jamie Varner,$11,"146,169"
11850,Ilima-Lei Macfarlane,$11,178
11851,Jessica Middleton,$11,178
11852,Saad Awad,$11,178
11853,Ryan Quinn,$11,178
11854,A.J. McKee,$11,178
11855,Dominic Mazzotta,$11,178
11856,Pairoj Jaisingha,$11,191
11857,Danai Samutkochorn,$11,191
11858,Buntita Thanwisate,$11,191
11859,Agniya Kuznetsova,$11,200
11860,Aleksey Poluyan,$11,200
11861,Leonid Gromov,$11,200
11862,Aleksey Serebryakov,$11,200
11863,Leonid Bichevin,$11,200
11864,Natalya Akimova,$11,200
11865,Mikhail Skryabin,$11,200
11866,Dmitriy Kubasov,$11,200
11867,Yuri Stepanov,$11,200
11868,Aleksandr Bashirov,$11,200
11869,Konstantin Balakirev,$11,200
11870,Alena Falaleyeva,$11,200
11871,Andrey Mokeev,$11,200
11872,Aleksandr Mosin,$11,200
11873,Anzhelika Nevolina,$11,200
11874,Mariya Nikiforova,$11,200
11875,Irina Rakshina,$11,200
11876,Lyudmila Egorova,$11,200
11877,Pavel Yulku,$11,200
11878,Olga Kirsanova-Miropolskaya,$11,200
11879,Sabyasachi Chakraborty,$10,033
11880,Dhritiman Chatterjee,$10,033
11881,Parambrata Chatterjee,$10,033
11882,Joy B. Ganguly,$10,033
11883,Rudranil Ghosh,$10,033
11884,Dhruv Mookerji,$10,033
11885,Swastika Mukherjee,$10,033
11886,Mumtaz Sorcar,$10,033
11887,Saheb Chatterjee,$10,033
11888,Yang Li-yin,$10,043
11889,Yu An-Shun,$10,043
11890,Jhih-Ciang Hu,$10,043
11891,Rimong Ihwar,$10,043
11892,Kamal Shalorus,$10,128
11893,Mirko Filipović,$10,128
11894,Eliot Marshall,$10,128
11895,Anthony Njokuani,$10,128
11896,Mike Pyle,$10,128
11897,Ricardo Almeida,$10,128
11898,Kurt Pellegrino,$10,128
11899,Ian Loveland,$10,128
11900,Gaite Jansen,$10,170
11901,Michael Muller,$10,170
11902,Eva van Heijningen,$10,170
11903,Ariane Schluter,$10,170
11904,Porgy Franssen,$10,170
11905,Robert de Hoog,$10,170
11906,Hugo Haenen,$10,170
11907,Baue van Leyden,$10,170
11908,Valerie Pos,$10,170
11909,Nick Diaz,$10,183
11910,Joe Lauzon,$10,183
11911,Thiago Alves,$10,183
11912,Jordan Mein,$10,183
11913,Derek Brunson,$10,183
11914,Ildemar Alcântara,$10,183
11915,Richardson Moreira,$10,183
11916,Regian Eersel,$9,156
11917,Arian Sadikovic,$9,156
11918,Smilla Sundell,$9,156
11919,Jackie Buntan,$9,156
11920,Jarred Brooks,$9,156
11921,Bokang Masunyane,$9,156
11922,Liam Harrison,$9,156
11923,Muangthai P.K. Saenchai,$9,156
11924,Song Min Jong,$9,156
11925,Chen Rui,$9,156
11926,Danial Williams,$9,156
11927,Namiki Kawahara,$9,156
11928,Gustavo Balart,$9,156
11929,Yosuke Saruta,$9,156
11930,Andrei Stoica,$9,156
11931,Giannis Stoforidis,$9,156
11932,Anissa Meksen,$9,156
11933,Marie Ruumet,$9,156
11934,Windson Ramos,$9,156
11935,Woo Sung Hoon,$9,156
11936,Andy Frith,$9,198
11937,Dean Kilbey,$9,198
11938,Cyrus Desir,$9,198
11939,Simon Allen,$9,198
11940,Fabian Spencer,$9,198
11941,Tom Beyer,$9,198
11942,Rochelle Carnegie,$9,198
11943,Emily Clark,$9,198
11944,Harvey Dukes,$9,198
11945,Stephanie Fitzgerald,$9,198
11946,Istvan Grosz,$9,198
11947,Abigail Hamilton,$9,198
11948,Aziz Kavaz,$9,198
11949,Natasha Langridge,$9,198
11950,Kele Le Roc,$9,198
11951,Lil London,$9,198
11952,Billy James Machin,$9,198
11953,Rob Martin,$9,198
11954,Kayla Mills,$9,198
11955,Juanita Phillips,$9,198
11956,Olivia Chenery,$8,10
11957,Jason Maza,$8,10
11958,Ruby Bustamante,$8,10
11959,Jill Winternitz,$8,10
11960,Benjamin Hoetjes,$8,10
11961,Skye Lucia Degruttola,$8,10
11962,Hilary Agostini,$8,10
11963,John Michael Morris,$8,10
11964,Kevin Matadeen,$8,10
11965,Princess Elmore,$8,10
11966,Stacy Hall,$8,10
11967,Keila J. Brown,$8,10
11968,Norma Dixit,$8,10
11969,Miles Webb,$8,10
11970,Mike Kelson,$8,10
11971,Jackson Kai,$8,10
11972,Christian Blaque Meier,$8,10
11973,Thijs Römer,$8,060
11974,Tara Elders,$8,060
11975,Cahit Ölmez,$8,060
11976,Jack Wouterse,$8,060
11977,Joachim Fuchsberger,$8,081
11978,O.E. Hasse,$8,081
11979,Hannes Schiel,$8,081
11980,Gustav Knuth,$8,081
11981,Emmerich Schrenk,$8,081
11982,Michael Janisch,$8,081
11983,Stig Roland,$8,081
11984,Max Mairich,$8,081
11985,Peter Carsten,$8,081
11986,Helen Vita,$8,081
11987,Hans Christian Blech,$8,081
11988,Mario Adorf,$8,081
11989,Renate Ewert,$8,081
11990,Edith Schultze-Westrum,$8,081
11991,Gustav Waldau,$8,081
11992,Jürgen Micksch,$8,081
11993,Fritz Rémond Jr.,$8,081
11994,Kurt Heintel,$8,081
11995,Howard Vernon,$8,081
11996,Hertha von Hagen,$8,081
11997,Fred Beir,$8,083
11998,Gérard Blain,$8,083
11999,Alberto Dalbés,$8,083
12000,Pier Angeli,$8,083
12001,Gianni Solaro,$8,083
12002,Melody Bayer,$8,089
12003,Moritz Fischer,$8,089
12004,Winfried Frey,$8,089
12005,Philipp Künstler,$8,089
12006,Josef Pfitzer,$8,089
12007,Meggie Alisa Aubele,$8,089
12008,Harald Freudenmacher,$8,089
12009,Adolfo Marsillach,$8,091
12010,Tony Leblanc,$8,091
12011,Susana Campos,$8,091
12012,José Luis López Vázquez,$8,091
12013,Manolo Gómez Bur,$8,091
12014,María Luisa Merlo,$8,091
12015,Luis Peña,$8,091
12016,Manuel Alexandre,$8,091
12017,Mara Laso,$8,091
12018,Ana Castor,$8,091
12019,Ángel de Andrés,$8,091
12020,Julia Gutiérrez Caba,$8,091
12021,Francisco Arenzana,$8,091
12022,Gracita Morales,$8,091
12023,Antonio Casas,$8,091
12024,Asunción Balaguer,$8,091
12025,Francisco Cornet,$8,091
12026,Javier Fleta,$8,091
12027,Pilar Cano,$8,091
12028,Héctor Bianciotti,$8,091
12029,Renan Barão,$8,"165,169"
12030,John Makdessi,$8,"165,169"
12031,Yoel Romero,$8,194
12032,Ronaldo Souza,$8,194
12033,Frankie Saenz,$8,194
12034,Jocelyn Jones-Lybarger,$8,194
12035,Colby Covington,$8,194
12036,Leonardo Santos,$8,194
12037,Magomed Mustafaev,$8,194
12038,Joe Proctor,$8,194
12039,Sam Mendes,$7,007
12040,Hans Zimmer,$7,007
12041,Cary Joji Fukunaga,$7,007
12042,Martin Campbell,$7,007
12043,Billie Eilish,$7,007
12044,Maryam d'Abo,$7,007
12045,Marc Forster,$7,007
12046,Nancy Sinatra,$7,007
12047,Tina Turner,$7,007
12048,Tom Jones,$7,007
12049,Thomas Newman,$7,007
12050,Lulu,$7,007
12051,Nozomi Arimura,$7,041
12052,Ahmed Dawood,$7,122
12053,Amina Khalil,$7,122
12054,Tarek Lotfy,$7,122
12055,Mohamed Mamdouh,$7,122
12056,Ahmed Al Fishawy,$7,122
12057,Mohamed Lotfy,$7,122
12058,Mahmoud Hegazy,$7,122
12059,Gehan Khalil,$7,122
12060,Asmaa Galal,$7,122
12061,Tara Emad,$7,122
12062,Sabry Abdelmonem,$7,122
12063,Dave Herman,$7,146
12064,Shane Del Rosario,$7,146
12065,Dan Hardy,$7,146
12066,Duane Ludwig,$7,146
12067,Paul Sass,$7,146
12068,Jacob Volkmann,$7,146
12069,Khabib Nurmagomedov,$7,"148,165"
12070,Costas Philippou,$7,"148,165"
12071,Paul Johansson,$7,187
12072,Thomas Dekker,$7,187
12073,Lindsey McKeon,$7,187
12074,Brad Rowe,$7,187
12075,Amber Wallace,$7,187
12076,Arthur Hansel,$6,087
12077,Pamela Tudor,$6,087
12078,Eduardo Fajardo,$6,087
12079,George Rigaud,$6,087
12080,Antoine Olivier Pilon,$6,154
12081,Sophie Nélisse,$6,154
12082,Lou-Pascal Tremblay,$6,154
12083,David Boutin,$6,154
12084,Patrice Godin,$6,154
12085,Robert Naylor,$6,154
12086,Anthony Therrien,$6,154
12087,Guillaume Gauthier,$6,154
12088,Irdens Exantus,$6,154
12089,Karl-Antoine Suprice,$6,154
12090,Laurie-Jade Rochon,$6,154
12091,Émile Mailhiot,$6,154
12092,Benoît Finley,$6,154
12093,Renée Cossette,$6,154
12094,Ariane Jeudy,$6,154
12095,Hudson Leblanc,$6,154
12096,Louis-Julien Durso,$6,154
12097,Justine Le,$6,154
